sku,jul,sep,grainger_cat,GC,ag,zg,az,ag_jul,zg_jul,az_jul,grainger,zoro,is_jul,is_sep
sku5165,"2 Marketplace","2 Marketplace","Cleaning & Maintenance",Other,"5 Amazon Better","5 Zoro Better","3 Zoro Better","5 Amazon Better","5 Zoro Better","3 Zoro Better",1,1,"4 Both","4 Both"
sku5166,"2 Marketplace","2 Marketplace",Metalworking,Other,"3 Grainger Better","5 Zoro Better","3 Zoro Better","3 Grainger Better","4 Same","3 Zoro Better",1,1,"1 None","4 Both"
sku5167,"2 Marketplace","2 Marketplace",HVAC,Other,"3 Grainger Better","5 Zoro Better","3 Zoro Better","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","4 Both"
sku5168,"2 Marketplace","2 Marketplace",Metalworking,Other,"3 Grainger Better","5 Zoro Better","3 Zoro Better","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","4 Both"
sku5169,"1 Unavailable","1 Unavailable","Cleaning & Maintenance",Other,"1 Neither","6 Zoro Only","2 Zoro Only","1 Neither","6 Zoro Only","2 Zoro Only",0,1,"1 None","1 None"
sku517,"1 Unavailable","1 Unavailable",Metalworking,"Grainger Choice","2 Grainger Only","4 Same","2 Zoro Only","2 Grainger Only","4 Same","2 Zoro Only",1,1,"1 None","1 None"
sku5170,"4 SSA","4 SSA",Metalworking,Other,"6 Amazon Only","1 Neither","6 Amazon Only","3 Grainger Better","3 Grainger Better","5 Amazon Better",0,0,"4 Both","1 None"
sku5171,"4 SSA","4 SSA",Metalworking,Other,"6 Amazon Only","1 Neither","6 Amazon Only","3 Grainger Better","3 Grainger Better","5 Amazon Better",0,0,"4 Both","1 None"
sku5172,"4 SSA","4 SSA",Electrical,Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","1 None"
sku5173,"4 SSA","4 SSA",Electrical,Other,"5 Amazon Better","4 Same","5 Amazon Better","5 Amazon Better","4 Same","5 Amazon Better",1,1,"1 None","1 None"
sku5174,"4 SSA","4 SSA",Electrical,Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","5 Amazon Better","4 Same","5 Amazon Better",1,1,"1 None","4 Both"
sku5175,"2 Marketplace","2 Marketplace",HVAC,Other,"5 Amazon Better","5 Zoro Better","3 Zoro Better","5 Amazon Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","4 Both"
sku5176,"2 Marketplace","2 Marketplace",HVAC,Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","4 Both"
sku5177,"2 Marketplace","2 Marketplace",Electrical,Other,"3 Grainger Better","5 Zoro Better","3 Zoro Better","5 Amazon Better","5 Zoro Better","3 Zoro Better",1,1,"4 Both","4 Both"
sku5178,"2 Marketplace","2 Marketplace",Electrical,Other,"3 Grainger Better","5 Zoro Better","3 Zoro Better","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","4 Both"
sku5179,"2 Marketplace","2 Marketplace",Metalworking,Other,"3 Grainger Better","2 Grainger Only","6 Amazon Only","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,0,"1 None","3 Grainger"
sku518,"1 Unavailable","1 Unavailable",Metalworking,"Grainger Choice","2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","3 Grainger Better","2 Zoro Only",1,1,"1 None","1 None"
sku5180,"2 Marketplace","3 FBA",HVAC,"Grainger Choice","5 Amazon Better","5 Zoro Better","3 Zoro Better","5 Amazon Better","5 Zoro Better","3 Zoro Better",1,1,"4 Both","4 Both"
sku5181,"1 Unavailable","1 Unavailable","Cleaning & Maintenance",Other,"1 Neither","6 Zoro Only","2 Zoro Only","1 Neither","6 Zoro Only","2 Zoro Only",0,1,"1 None","2 Zoro"
sku5182,"2 Marketplace","2 Marketplace",Electrical,Other,"5 Amazon Better","5 Zoro Better","3 Zoro Better","5 Amazon Better","5 Zoro Better","3 Zoro Better",1,1,"4 Both","4 Both"
sku5183,"4 SSA","2 Marketplace",Metalworking,Other,"5 Amazon Better","5 Zoro Better","3 Zoro Better","5 Amazon Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","4 Both"
sku5184,"1 Unavailable","1 Unavailable","Pumps, Plumbing & Test",Other,"2 Grainger Only","3 Grainger Better","2 Zoro Only","2 Grainger Only","3 Grainger Better","2 Zoro Only",1,1,"1 None","4 Both"
sku5185,"2 Marketplace","2 Marketplace",Metalworking,Other,"3 Grainger Better","5 Zoro Better","3 Zoro Better","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,1,"4 Both","4 Both"
sku5186,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"1 None","1 None"
sku5187,"1 Unavailable","1 Unavailable","Power Transmission",Other,"2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"4 Both","4 Both"
sku5188,"1 Unavailable","1 Unavailable","Power Transmission",Other,"2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"1 None","3 Grainger"
sku5189,"2 Marketplace","2 Marketplace","Cleaning & Maintenance",Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","5 Amazon Better","5 Zoro Better","4 Same",1,1,"1 None","4 Both"
sku519,"1 Unavailable","1 Unavailable",Metalworking,"Grainger Choice","2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"1 None","1 None"
sku5190,"2 Marketplace","2 Marketplace","Cleaning & Maintenance",Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","5 Amazon Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","4 Both"
sku5191,"1 Unavailable","4 SSA",Metalworking,Other,"3 Grainger Better","5 Zoro Better","3 Zoro Better","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"4 Both","4 Both"
sku5192,"1 Unavailable","1 Unavailable",Lighting,Other,"2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"1 None","4 Both"
sku5193,"2 Marketplace","2 Marketplace","Power Transmission",Other,"3 Grainger Better","5 Zoro Better","3 Zoro Better","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","3 Grainger"
sku5194,"4 SSA","4 SSA","Hand Tools",Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","5 Amazon Better","5 Zoro Better","4 Same",1,1,"1 None","4 Both"
sku5195,"2 Marketplace","4 SSA",Other,Other,"5 Amazon Better","2 Grainger Only","6 Amazon Only","5 Amazon Better","5 Zoro Better","3 Zoro Better",1,0,"4 Both","3 Grainger"
sku5196,"1 Unavailable","1 Unavailable",Electrical,Other,"2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"1 None","4 Both"
sku5197,"4 SSA","4 SSA","Power Transmission",Other,"3 Grainger Better","5 Zoro Better","3 Zoro Better","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,1,"4 Both","4 Both"
sku5198,"4 SSA","4 SSA",Metalworking,Other,"5 Amazon Better","2 Grainger Only","6 Amazon Only","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,0,"1 None","1 None"
sku5199,"4 SSA","4 SSA",Metalworking,Other,"6 Amazon Only","6 Zoro Only","5 Amazon Better","3 Grainger Better","3 Grainger Better","5 Amazon Better",0,1,"4 Both","1 None"
sku52,"1 Unavailable","1 Unavailable","Safety & Security",Other,"2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"1 None","4 Both"
sku520,"1 Unavailable","1 Unavailable",Metalworking,"Grainger Choice","2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"1 None","4 Both"
sku5200,"2 Marketplace","2 Marketplace","Power Transmission",Other,"5 Amazon Better","2 Grainger Only","6 Amazon Only","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,0,"1 None","3 Grainger"
sku5201,"1 Unavailable","4 SSA",Metalworking,Other,"5 Amazon Better","5 Zoro Better","3 Zoro Better","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"4 Both","4 Both"
sku5202,"4 SSA","4 SSA","Material Handling",Other,"5 Amazon Better","5 Zoro Better","4 Same","5 Amazon Better","5 Zoro Better","4 Same",1,1,"1 None","1 None"
sku5203,"4 SSA","4 SSA",Metalworking,Other,"6 Amazon Only","1 Neither","6 Amazon Only","3 Grainger Better","3 Grainger Better","5 Amazon Better",0,0,"4 Both","1 None"
sku5204,"2 Marketplace","2 Marketplace","Power Transmission",Other,"3 Grainger Better","5 Zoro Better","3 Zoro Better","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","4 Both"
sku5205,"4 SSA","4 SSA","Material Handling",Other,"5 Amazon Better","5 Zoro Better","4 Same","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","1 None"
sku5206,"4 SSA","4 SSA",Metalworking,Other,"5 Amazon Better","5 Zoro Better","4 Same","5 Amazon Better","5 Zoro Better","4 Same",1,1,"1 None","1 None"
sku5207,"4 SSA","4 SSA",Metalworking,Other,"5 Amazon Better","5 Zoro Better","4 Same","5 Amazon Better","5 Zoro Better","4 Same",1,1,"1 None","1 None"
sku5208,"4 SSA","1 Unavailable",HVAC,"Grainger Choice","2 Grainger Only","5 Zoro Better","2 Zoro Only","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","1 None"
sku5209,"4 SSA","4 SSA",Metalworking,Other,"5 Amazon Better","5 Zoro Better","4 Same","5 Amazon Better","5 Zoro Better","4 Same",1,1,"1 None","1 None"
sku521,"1 Unavailable","1 Unavailable",Metalworking,"Grainger Choice","2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"1 None","4 Both"
sku5210,"4 SSA","4 SSA",Metalworking,Other,"5 Amazon Better","5 Zoro Better","4 Same","5 Amazon Better","5 Zoro Better","4 Same",1,1,"1 None","1 None"
sku5211,"4 SSA","4 SSA",Metalworking,Other,"5 Amazon Better","5 Zoro Better","4 Same","5 Amazon Better","5 Zoro Better","4 Same",1,1,"1 None","1 None"
sku5212,"4 SSA","4 SSA",Metalworking,Other,"5 Amazon Better","5 Zoro Better","4 Same","5 Amazon Better","5 Zoro Better","4 Same",1,1,"1 None","1 None"
sku5213,"4 SSA","4 SSA",Metalworking,Other,"5 Amazon Better","5 Zoro Better","4 Same","5 Amazon Better","5 Zoro Better","4 Same",1,1,"1 None","1 None"
sku5214,"4 SSA","4 SSA",Metalworking,Other,"5 Amazon Better","5 Zoro Better","4 Same","5 Amazon Better","5 Zoro Better","4 Same",1,1,"1 None","1 None"
sku5215,"4 SSA","4 SSA",Metalworking,Other,"5 Amazon Better","5 Zoro Better","4 Same","5 Amazon Better","5 Zoro Better","4 Same",1,1,"1 None","1 None"
sku5216,"4 SSA","4 SSA",Metalworking,Other,"5 Amazon Better","5 Zoro Better","4 Same","5 Amazon Better","5 Zoro Better","4 Same",1,1,"1 None","1 None"
sku5217,"4 SSA","4 SSA",Metalworking,Other,"5 Amazon Better","5 Zoro Better","4 Same","5 Amazon Better","5 Zoro Better","4 Same",1,1,"1 None","1 None"
sku5218,"2 Marketplace","2 Marketplace","Material Handling",Other,"3 Grainger Better","5 Zoro Better","3 Zoro Better","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,1,"4 Both","1 None"
sku5219,"4 SSA","4 SSA",Electrical,Other,"5 Amazon Better","5 Zoro Better","3 Zoro Better","4 Same","5 Zoro Better","3 Zoro Better",1,1,"1 None","1 None"
sku522,"1 Unavailable","1 Unavailable","Material Handling","Grainger Choice","2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"4 Both","4 Both"
sku5220,"1 Unavailable","1 Unavailable",Electrical,Other,"2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"1 None","1 None"
sku5221,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"1 None","1 None"
sku5222,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"1 None","1 None"
sku5223,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"1 None","1 None"
sku5224,"4 SSA","4 SSA","Power Transmission",Other,"5 Amazon Better","2 Grainger Only","6 Amazon Only","5 Amazon Better","5 Zoro Better","3 Zoro Better",1,0,"1 None","3 Grainger"
sku5225,"1 Unavailable","1 Unavailable","Safety & Security",Other,"2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"1 None","3 Grainger"
sku5226,"4 SSA","4 SSA",Metalworking,Other,"6 Amazon Only","1 Neither","6 Amazon Only","3 Grainger Better","3 Grainger Better","3 Zoro Better",0,0,"3 Grainger","1 None"
sku5227,"2 Marketplace","2 Marketplace",Electrical,Other,"3 Grainger Better","5 Zoro Better","3 Zoro Better","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","4 Both"
sku5228,"4 SSA","4 SSA",Metalworking,Other,"6 Amazon Only","1 Neither","6 Amazon Only","3 Grainger Better","3 Grainger Better","5 Amazon Better",0,0,"4 Both","1 None"
sku5229,"4 SSA","4 SSA","Power Transmission",Other,"5 Amazon Better","2 Grainger Only","6 Amazon Only","6 Amazon Only","6 Zoro Only","3 Zoro Better",1,0,"1 None","1 None"
sku523,"1 Unavailable","1 Unavailable",Metalworking,"Grainger Choice","2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"1 None","4 Both"
sku5230,"4 SSA","4 SSA",Other,Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","1 None"
sku5231,"2 Marketplace","2 Marketplace",Electrical,Other,"5 Amazon Better","2 Grainger Only","6 Amazon Only","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,0,"1 None","1 None"
sku5232,"4 SSA","4 SSA",Metalworking,Other,"6 Amazon Only","6 Zoro Only","3 Zoro Better","6 Amazon Only","6 Zoro Only","3 Zoro Better",0,1,"1 None","1 None"
sku5233,"4 SSA","4 SSA","Pumps, Plumbing & Test",Other,"5 Amazon Better","5 Zoro Better","4 Same","5 Amazon Better","5 Zoro Better","4 Same",1,1,"4 Both","4 Both"
sku5234,"2 Marketplace","4 SSA","Pumps, Plumbing & Test",Other,"6 Amazon Only","6 Zoro Only","4 Same","6 Amazon Only","6 Zoro Only","3 Zoro Better",0,1,"1 None","1 None"
sku5235,"2 Marketplace","2 Marketplace","Material Handling","Grainger Choice","5 Amazon Better","5 Zoro Better","3 Zoro Better","5 Amazon Better","5 Zoro Better","3 Zoro Better",1,1,"4 Both","4 Both"
sku5236,"1 Unavailable","1 Unavailable",Metalworking,Other,"1 Neither","6 Zoro Only","2 Zoro Only","1 Neither","6 Zoro Only","2 Zoro Only",0,1,"1 None","1 None"
sku5237,"2 Marketplace","2 Marketplace",Metalworking,Other,"5 Amazon Better","2 Grainger Only","6 Amazon Only","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,0,"1 None","1 None"
sku5238,"1 Unavailable","2 Marketplace","Power Transmission",Other,"3 Grainger Better","5 Zoro Better","3 Zoro Better","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"1 None","1 None"
sku5239,"4 SSA","4 SSA",Metalworking,Other,"6 Amazon Only","1 Neither","6 Amazon Only","3 Grainger Better","3 Grainger Better","5 Amazon Better",0,0,"4 Both","1 None"
sku524,"1 Unavailable","1 Unavailable","Pumps, Plumbing & Test","Grainger Choice","2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"1 None","1 None"
sku5240,"4 SSA","4 SSA",Metalworking,Other,"6 Amazon Only","1 Neither","6 Amazon Only","3 Grainger Better","3 Grainger Better","5 Amazon Better",0,0,"4 Both","1 None"
sku5241,"4 SSA","4 SSA",Metalworking,Other,"6 Amazon Only","1 Neither","6 Amazon Only","3 Grainger Better","3 Grainger Better","5 Amazon Better",0,0,"4 Both","1 None"
sku5242,"4 SSA","4 SSA",Metalworking,Other,"6 Amazon Only","1 Neither","6 Amazon Only","3 Grainger Better","3 Grainger Better","5 Amazon Better",0,0,"4 Both","1 None"
sku5243,"4 SSA","4 SSA",Metalworking,Other,"6 Amazon Only","1 Neither","6 Amazon Only","3 Grainger Better","3 Grainger Better","5 Amazon Better",0,0,"4 Both","1 None"
sku5244,"1 Unavailable","1 Unavailable","Safety & Security",Other,"2 Grainger Only","2 Grainger Only","1 Neither","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,0,"1 None","3 Grainger"
sku5245,"2 Marketplace","2 Marketplace","Material Handling",Other,"5 Amazon Better","5 Zoro Better","3 Zoro Better","5 Amazon Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","1 None"
sku5246,"4 SSA","4 SSA","Pumps, Plumbing & Test",Other,"5 Amazon Better","2 Grainger Only","6 Amazon Only","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,0,"1 None","3 Grainger"
sku5247,"2 Marketplace","2 Marketplace","Hand Tools",Other,"5 Amazon Better","5 Zoro Better","3 Zoro Better","5 Amazon Better","5 Zoro Better","3 Zoro Better",1,1,"4 Both","4 Both"
sku5248,"2 Marketplace","4 SSA","Safety & Security",Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","3 Grainger"
sku5249,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"1 None","1 None"
sku525,"1 Unavailable","1 Unavailable",Metalworking,"Grainger Choice","2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"1 None","4 Both"
sku5250,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","2 Grainger Only","1 Neither","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,0,"1 None","1 None"
sku5251,"2 Marketplace","2 Marketplace","Material Handling",Other,"6 Amazon Only","1 Neither","6 Amazon Only","6 Amazon Only","6 Zoro Only","3 Zoro Better",0,0,"1 None","3 Grainger"
sku5252,"1 Unavailable","1 Unavailable","Pumps, Plumbing & Test",Other,"2 Grainger Only","2 Grainger Only","1 Neither","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,0,"1 None","3 Grainger"
sku5253,"1 Unavailable","1 Unavailable","Pumps, Plumbing & Test",Other,"2 Grainger Only","2 Grainger Only","1 Neither","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,0,"1 None","1 None"
sku5254,"1 Unavailable","1 Unavailable","Pumps, Plumbing & Test",Other,"2 Grainger Only","2 Grainger Only","1 Neither","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,0,"1 None","1 None"
sku5255,"1 Unavailable","1 Unavailable","Pumps, Plumbing & Test",Other,"2 Grainger Only","2 Grainger Only","1 Neither","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,0,"1 None","1 None"
sku5256,"1 Unavailable","1 Unavailable","Pumps, Plumbing & Test",Other,"2 Grainger Only","2 Grainger Only","1 Neither","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,0,"1 None","3 Grainger"
sku5257,"1 Unavailable","1 Unavailable","Pumps, Plumbing & Test",Other,"2 Grainger Only","2 Grainger Only","1 Neither","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,0,"4 Both","3 Grainger"
sku5258,"1 Unavailable","1 Unavailable","Pumps, Plumbing & Test",Other,"2 Grainger Only","2 Grainger Only","1 Neither","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,0,"1 None","1 None"
sku5259,"1 Unavailable","1 Unavailable","Pumps, Plumbing & Test",Other,"2 Grainger Only","2 Grainger Only","1 Neither","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,0,"1 None","1 None"
sku526,"1 Unavailable","1 Unavailable","Pumps, Plumbing & Test","Grainger Choice","2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"4 Both","4 Both"
sku5260,"1 Unavailable","1 Unavailable","Material Handling",Other,"1 Neither","1 Neither","1 Neither","1 Neither","6 Zoro Only","2 Zoro Only",0,0,"1 None","1 None"
sku5261,"2 Marketplace","2 Marketplace","Material Handling",Other,"3 Grainger Better","5 Zoro Better","3 Zoro Better","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","4 Both"
sku5262,"2 Marketplace","2 Marketplace",Other,Other,"3 Grainger Better","5 Zoro Better","3 Zoro Better","5 Amazon Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","4 Both"
sku5263,"1 Unavailable","1 Unavailable",Other,Other,"2 Grainger Only","2 Grainger Only","1 Neither","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,0,"1 None","1 None"
sku5264,"4 SSA","4 SSA","Safety & Security",Other,"5 Amazon Better","2 Grainger Only","6 Amazon Only","5 Amazon Better","5 Zoro Better","4 Same",1,0,"1 None","3 Grainger"
sku5265,"2 Marketplace","2 Marketplace","Pumps, Plumbing & Test",Other,"3 Grainger Better","2 Grainger Only","6 Amazon Only","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,0,"1 None","1 None"
sku5266,"2 Marketplace","2 Marketplace","Safety & Security",Other,"3 Grainger Better","5 Zoro Better","3 Zoro Better","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","1 None"
sku5267,"4 SSA","4 SSA",HVAC,Other,"3 Grainger Better","3 Grainger Better","5 Amazon Better","3 Grainger Better","3 Grainger Better","5 Amazon Better",1,1,"1 None","3 Grainger"
sku5268,"2 Marketplace","2 Marketplace",Metalworking,Other,"3 Grainger Better","2 Grainger Only","6 Amazon Only","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,0,"1 None","1 None"
sku5269,"4 SSA","4 SSA","Hand Tools",Other,"5 Amazon Better","2 Grainger Only","6 Amazon Only","5 Amazon Better","5 Zoro Better","4 Same",1,0,"1 None","3 Grainger"
sku527,"1 Unavailable","1 Unavailable","Material Handling","Grainger Choice","2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"4 Both","3 Grainger"
sku5270,"4 SSA","4 SSA",Metalworking,Other,"6 Amazon Only","1 Neither","6 Amazon Only","3 Grainger Better","3 Grainger Better","3 Zoro Better",0,0,"4 Both","1 None"
sku5271,"1 Unavailable","2 Marketplace","Material Handling",Other,"3 Grainger Better","2 Grainger Only","6 Amazon Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,0,"1 None","1 None"
sku5272,"1 Unavailable","2 Marketplace","Material Handling",Other,"3 Grainger Better","2 Grainger Only","6 Amazon Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,0,"1 None","1 None"
sku5273,"1 Unavailable","1 Unavailable","Material Handling",Other,"2 Grainger Only","2 Grainger Only","1 Neither","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,0,"1 None","1 None"
sku5274,"1 Unavailable","2 Marketplace","Material Handling",Other,"3 Grainger Better","2 Grainger Only","6 Amazon Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,0,"1 None","1 None"
sku5275,"1 Unavailable","2 Marketplace",Other,Other,"5 Amazon Better","2 Grainger Only","6 Amazon Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,0,"1 None","3 Grainger"
sku5276,"4 SSA","4 SSA","Pumps, Plumbing & Test",Other,"5 Amazon Better","5 Zoro Better","4 Same","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"4 Both","4 Both"
sku5277,"2 Marketplace","2 Marketplace","Power Transmission",Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","1 None"
sku5278,"4 SSA","4 SSA",Electrical,Other,"5 Amazon Better","5 Zoro Better","4 Same","5 Amazon Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","1 None"
sku5279,"1 Unavailable","2 Marketplace",Metalworking,Other,"5 Amazon Better","5 Zoro Better","3 Zoro Better","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"1 None","4 Both"
sku528,"1 Unavailable","1 Unavailable",Metalworking,"Grainger Choice","2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"1 None","1 None"
sku5280,"4 SSA","4 SSA",Metalworking,Other,"5 Amazon Better","2 Grainger Only","6 Amazon Only","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,0,"1 None","1 None"
sku5281,"2 Marketplace","2 Marketplace","Safety & Security",Other,"3 Grainger Better","5 Zoro Better","3 Zoro Better","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","1 None"
sku5282,"4 SSA","4 SSA",Metalworking,Other,"6 Amazon Only","1 Neither","6 Amazon Only","3 Grainger Better","3 Grainger Better","3 Zoro Better",0,0,"4 Both","1 None"
sku5283,"2 Marketplace","2 Marketplace",Electrical,Other,"3 Grainger Better","5 Zoro Better","3 Zoro Better","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","4 Both"
sku5284,"1 Unavailable","1 Unavailable",Lighting,Other,"2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"1 None","4 Both"
sku5285,"2 Marketplace","2 Marketplace","Power Transmission",Other,"3 Grainger Better","2 Grainger Only","6 Amazon Only","3 Grainger Better","4 Same","3 Zoro Better",1,0,"1 None","1 None"
sku5286,"4 SSA","4 SSA",Electrical,Other,"6 Amazon Only","6 Zoro Only","5 Amazon Better","6 Amazon Only","6 Zoro Only","5 Amazon Better",0,1,"1 None","1 None"
sku5287,"2 Marketplace","2 Marketplace","Power Transmission",Other,"3 Grainger Better","2 Grainger Only","6 Amazon Only","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,0,"1 None","1 None"
sku5288,"4 SSA","4 SSA",Electrical,Other,"6 Amazon Only","6 Zoro Only","5 Amazon Better","6 Amazon Only","6 Zoro Only","5 Amazon Better",0,1,"1 None","1 None"
sku5289,"4 SSA","2 Marketplace","Safety & Security",Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","5 Amazon Better","5 Zoro Better","4 Same",1,1,"1 None","1 None"
sku529,"1 Unavailable","1 Unavailable",Metalworking,"Grainger Choice","2 Grainger Only","4 Same","2 Zoro Only","2 Grainger Only","4 Same","2 Zoro Only",1,1,"1 None","1 None"
sku5290,"1 Unavailable","1 Unavailable",Electrical,Other,"2 Grainger Only","2 Grainger Only","1 Neither","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,0,"1 None","3 Grainger"
